author,comment,likes
@BetyAriyani-y7z,kok gak bisa di download ya nyaaaai?,0
@NatalBarambae-d3q,DMS Sukses terus ya🥰😍❤️,0
@syafa09,nyai coba ajak alsad Ahmad penelurusan,0
@elaaini2639,&quot;Mbaa ahhkk😢&quot; Gemes banget mas nunu🫠,0
@Vinatengku,"semoga tayang di you tub ya guyss biar semua bisa nnton,,,",0
@HenyUsmawanti,Walapun gk pernah komen tpi gk pernah telat noton.. Tpi sayang nya smnjak ada dms+ jarang noton ful yg video berepisod 😢,0
@nurfariha-u6j,kak kalo berlangganan di aplikasi apa nanti bisa liat episode yg spesial amerika anabelle ga?,0
@jihanthaya2953,Kadang ngerasa di.php karna akhirnya diDms+ tp gpp makasih udah ngasih tontonan yg bener2 bermanfaat,0
@RineshaTalia,Pengen nnton dms plus tapi g punya uangnya😭 plis dong tayangin di youtube dikit aja pak dem,0
@wendyling7198,"DMS yang dulu lebih seru dan terasa alami..yang sekarang tampilannya seperti menceritakan kembali video yg diambil karena tiba2 ada jeda untuk penjelasan apa yang terjadi,seharusnya untuk penjelasan2 bisa ditaruh dibagian akhir video..hanya saran untuk DMS saja..",1
@siskayunida6171,Et6 di dms+ belum upload ya?,0
@sintafebrianti7184,Plis berharap bgtttttttttttt di tayangin di yt,0
@DesyntaAryani,EPS 6 TAYANG TGL BERAPA YA D APLIKASI DMS+ KA..????,0
@suryantiii6592,22.25 ada yg denger juga gak sih,0
@rovidi_dito,"Bagi anak kos cuma bisa nonton episode spesial di YT aja, moga kedepannya ada rezeki buat berlangganan DMS+",2
@novianagk7571,Nanya dong Koh david ini siapa?,0
@nfatul6457,episode 6 kapan tayang,0
@FitriFitaloka-y1c,Gak bisa di download knpa ya😢😢,0
@JoJoMusikk,nyimak dulu ah..🗿,0
@galuhhkemayu,"merinding sisi tangan kananku waktu bilang ini ibu saayaaa,,,",0
@SitiAisyah-hz6ez,Aku udah pernah download tpi GK tau gmna cara bayar nya gmna😂😂,0
@anizulianianizuliani112,Ko GX bisa di download Iyah nyai?,0
@RuselMarsela,Pak dem tolong eps terakhir di yt ajaa yaa😭,0
@fungkimanuwari8630,Yah g bs d download,0
@vrzwuufu2087,harus nnton episode 6 ini,0
@TetehNovi-s9y,episode 6 nya dong...aku penonton setia yg slalu terus ingin tau episode&#39; slnjutnya❤😊,0
@NezaHuzaifa,Ini kok gak bisa di download ya?,0
@kostantinaamalya95,Mas nunu ayo turun bahaya,0
@istrikthlia6573,Klo diliat2 kaka day emang mirip ade teamlo yaa,0
@RezaMydiatama-z7r,Ko ga bisa di download,0
@cicisolihah496,I love you saradict❤❤❤❤semoga sehat sllu dan bahagia buat kalian semua😊,0
@myunggish,"Kalo dilihat dari data di website Rumah Duka Heaven, ibunda Ko David baru meninggal di tanggal 6 Januari 2025... Ok ini bikin makin merinding sih...",0
@kharismabayu,Undang muslim dan coki😊,0
@kharismabayu,Mba Sarah undang teretan muslim dan cokii...,0
@KontenRandom.05,"<a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=1346"">22:26</a> suara cewe jelas bgt",0
@beatrider9857,"<a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=762"">12:42</a> penasaran sama yg nongol dipintu sebelah kiri bang mongol, udeh diperhatiin dari lampunya masih nyala diibelakangnya ada 3 crew sampe bang mongol pindah keruangan sebelah tetep ada 3 crew itu",0
@AndriansyahSE-i1u,👍,0
@izza2626,"Tim dms.. pliss dong kasi extended cut eps 6. Spill tipis2 ajaa... Penasaran banget wehhh. Waktu Mba Sara sama Mas Nunu nyeritain sosok nenek2, cba deh kalian liat ekspresi Ko David.. undescribable. Keliatan banget gmna bingungnya beliau dan beratnya buat  menyampaikan kalau sosok itu ibunya. Gakuat akuu gakuattt",0
@akfihasyim3515,Tontonan favorite saya Ama temen ² kost,0
@ViolaHutasoit,Aduh sedih banget gak bisa liat eps 6. Plis dong min tayangin diyoutube eps.6 nya🙏🙏,0
@SariDewi-sy4gi,Kok kyk ada suara ekhhhhh,0
@ViolaHutasoit,Min please dong bisa didownload,0
@andyarista,Ada tangan nongol 21.17,0
@Sofiya-b6u,Sy juga dengar..ada yg bilang gak papa..,0
@UlfahZahira-k1k,Yg udah berlangganan dms+ pada loading gasi ? Tolong komen dong ! Soalnya liat di ulasan kebanyakan pada loading dan tiba² keluar sendiri dari aplikasinya. Jadi maju mundur mau langganan,2
@PiyanMda,Suhu klo sdah turun gunung mainya gk pocong pocongan lgi kereeeennnnn penjelasan y dapat smpai ke akar akary,0
@PiyanMda,Kereeeenn penjelasan bang mongol dn wisnu gk bertele-tele,1
@kroyacilacapp5491,Pak Dedi klo di liat liat mirip Andovi,0
@hohohohoho1601,Masa iya gw harus beli dms+ :(,0
@margarethaypp3525,"coba di Sidoarjo, ada pabrik tenun yg sudah tdk terpakai lama",0
@fikriyt3437,Kak Colleb sama freya jkt48 dong,1
@OppoA77-f3j,Bisa2nya mas Wisnu abis ngelawak tp muka datar😂😂,0
@NikendistaSuardana,Episode 6 di dmsplus belum tayang ya??,0
@alfajriqurrahman9995,Nggk bisa di download ya,0
@amitafarliani1113,gassken rumah bu lilis nyaii,0
@karinaekasetiawan5495,Mas Rusdy lucu 😂,0
@cheeseportrait6260,Spoiler terakhir langsung merinding gw,0
@AyuLestari-e6h,ga bisa di donglot ya😢,0
@isnandakarimah260,"Dari episode 1, 3 dan 5 aku merasa kurang di momen epicnya. Mungkin kudu nonton di DMS+ yaa😢",0
@syahhiraharnel8362,Tidak sabar sy episodnya makin best plk sy sntiasa seport dms ❤,0
@ummiathiyah2712,Pas koko ngomong &quot;Itu ibu syaya            😢😢😢,0
@varencent_family,Caranya ngasih tmpat lokasi ke dms gimn ya,0
@mia_oktapiani,Plis tayangin di youtube kak episode 6 nya pliss🥹🥹🥹🙏🙏,0
@blueberrynyum,Sepertinya last episode gk tayang di youtube😅 wait ada rejeki lebih beli😊,0
@LisaApriliani-k2h,Semoga aja episode selanjutnya tayang di youtube,0
@yaniamung6299,Tlong dong ka sarah episode selanjutnya tayang di youtube yah ka😢❤❤❤,0
@alyamaulidia7575,Plis episode 4 tayangin diyutub dong pak demmm toloonggg plisss,0
@renikastika3906,Kenapa GK  bisa d download😭,0
@salsaavrillia4276,Prasan Anna chiki kmren” pke krudung dah,0
@nurkhairifajriofficial9332,Ga bisa di downloads 😢😢,0
@FamlyBeautyFlower_26,Tutor video dong cara daftar dmst,0
@citraanggriancahyani9370,Kok tdk bisa di download ya?,0
@estisaraswati1575,Btw eps 6 udah ada di dms plus gk ya?,0
@rikisreall465,Semoga ditayangin di yt amin,0
@m.fatiralfarizqy2054,Sayang bngett episode bagus tpi tanpa bang fadi... Jdii kyak ada yg kurang gituu... 😢,0
@DiyanKuswati,"<a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=1348"">22:28</a> ada suara cewe apa aku aja yang kedengeran atau kalian juga ada yang denger coba deh kalian putar di menit itu plis itu suara cewe😭",1
@debbywul4_,"Gassss bogor nyaiiiiiiiiii ,",0
@charizanindya374,"Ini yang di aplikasi kapan tayang ya, udah penasaran padahal saya penakut wkwkwk",0
@putracatur7982,"<a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=1525"">25:25</a> tuh suara apaan yak",0
@sarah_saghitta8022,Ka eps6 di DMS+ belum tayang ya,0
@stephanieyevicha8442,Dms + episode 5 belum tayang ya ?,0
@avotzchic,"w nonton ini ampe berkali kli gk beres beres,,,, bikin ngntuk w ampe ketidurran. sekarang w lnjut lgi nonton, bru z mulai udah nguap. ada yg sama????",0
@putrirahayu8890,Aku dah langganan 1 bulan loh... please jgn terlalu lama updte. Sangat mahal bgt yg di dmsplus kalau ga byk updte viti baru. Tlog jangan lama2 penelusuran yg di sby,0
@anrra,Endingnya bikin penasaran😂😂😂😂<br><br>Bisa aee<br>Jadi mau download DMS+ kan😂😂 pdhl lagi mengirit wkwkwk,0
@irmayunita251,Kalau nonton dms+ kita bayar ya ? Aku baru mau download apk nya,0
@nikenamandaaa,Aduh kepo bangetttt😭😭😭,0
@sitimasrohmah1073,"Dari kemaren2 mau nonton masih maju mundur, karna masih kebayang sama episode 3. Akhirnya hari ini berani.n diri buat nonton lagi.<br>Pokonya sehat2 buat para tim DMS😀",1
@nurizzatiprestyutami5614,Ada yg nonton wisnu mongol sma rusdy yg cri kpla ular trs ngrasa pusing dn mual gaksi. Mual yg smpai mau muntah gt,0
@sitiJamilah-gb7ti,Aku ko lemes bgt badan nonton episode ini knpa ya nyai??,0
@nurcahyaanggini2529,Episode 4 dobg youtubeeeee,0
@naxdyaa,"tim DMS kalian jangan berhenti berkarya ya❤tontonan horror di youtube cuma channel ini aja yg paling aku tunggu2, sehat sehat kalian semua tim dms, kak sara dan keluarga💗",0
@nikenamandaaa,"deg deg an banget pas liat mas nunu, bang mongol sama mas rusdy lockdown 😭😭😭",0
@jeaneflow,Semoga ibunya Ko David mendapatkan cahaya yang terang,0
@LangitalexiAlderad,kenapa gak bisa di download😢,0
@fitriyahhanim141,Bukan gak mau download tapi takut karena katanya banyak gambar serem 😂😂,0
@Abilgames,"Astagfirullah kaget we, kirain pala setan ternyata palanya bang mongol😂🙈",0
@fendipratama4685,😢plis episod selanjutnya di tayangin di yutub aja lah ka sara soalnya yg berbayar aku ga ada uang buat nonton😢,0
@khaerulrahman123,"akhirnya tayang eps 5, btw gmna caranya daftar dms plus si?sya mau daftar susah sekali",0
@sitiJamilah-gb7ti,Emng berapa kalo ikut dms plus?pengen nonton dms plus,0
@stefanuswijaya8949,"<a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=872"">14:32</a> ada yg bisikin &quot;Gak papa&quot; itu kameramen atw siapa??",0
@zulfalutfiah7648,"Seharusnya ke apartmene Sejahtera Surabaya sih, yang di kebonsari itu. Kepo banget disitu ada apa. Next bisa dicoba ya kak",0
@AldaAjah-s2t,Tayangin di YouTube dong kak sambungn nya GK punya aplikasi dms udah gitu berbayar lgi plis tyangin kak 🙏,1
@dadandonald,Dms+ gimana cara ny ya?trus bayar ny via tf gtu ya,0
@AldaAjah-s2t,Kak Sarah plis episode terahir tayangin di YouTube kak,1
@evaarfanzahraandrepradanae7404,Semoga epesod selanjutnya di tayang dsni ajaa penasaran coz 😢,0
@SinomNektar,Sudah k apartemen yg di Kebonsari Surabaya kah,0
@rosma.,semogaa nextt full team yaaa kangen bang fadi lohh❤,0
@yuwanitakhr24,Nyai...klu boleh saran penelusuran donk sama om hao ke TELAGA RANJENG ( KALIGUA PANDAN SARI) BREBES JAWA TENGAH.,0
@selfipuspitasari6731,"Eeem bang Mongol yg biasa liat hantu laaaah seketika takut liat sesuatu di balik pintu,,😭apa lg aq yg blm prnh liat,amit amiiiiiit jangan sampe deh,,cukup nonton aja lh😅",0
@NurHandayanti-ho2yk,"Penasaran bgt 😭 cm blm bs langganan , pdhl prnh d notice ka demian pas comment d YouTube tahun lalu biar bs download dms , smpe skrg blm Langganan d dms 😔",0
@AldaAjah-s2t,Kak Sarah plis tyangin lgi dong episode yg blum tyng di YouTube episode 4 biar kita bisa tonton karna aplikasi dms kita GK punya biar GK kepotong2 penasaran plis pak Demian 🙏,0
@zulliiacuitt9845channel,"Alhmdllh udh tyg lagi<br><br>Semoga mb sara ,ms nunu,mas fad,bunda anna,mas day.dn mas demian seht sllu pnjg umur sllu dlm lindungan ALLOH SWT AMIIN<br>SUKSES SLLU DMS ,NAIK TRS",0
@lavieenblu11,Kaget pas mas mongol ke senter kamera mas nunu😢😂😂,0
@dianisti5209,"Notice gak sih.. <br>Itu di Menit <a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=1275"">21:15</a> Kaki Kameramen nya Mas Mongol kena Paku.. 😢😢<br>Kasian Banget gak ada yang merhatiin.. <br>Kalo ada Nyai Pasti udah diPerhatiin dan di ingetin itu😢😢😢",0
@MaulanaAdamtube,"menit <a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=761"">12:41</a> - <a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=762"">12:42</a>, disamping bang mongol apaan ya? apakah team?",0
@TriPangestu-j5o,Itu kapan yah episode 6 nya di tayangin di aplikasi dms,0
@anisasolihat2525,Alhamdulillah baru ada notip,0
@ridaankh5009,"<a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=923"">15:23</a> ada suara &#39;ngapain?&#39; itu suara bang mongol kah?",0
@AnggaWijaya-b7m,Gk seru episode e di gang gang,0
@pisces1301,"Di menit <a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=872"">14:32</a> ada suara yg bilng &quot;GAPAPA&quot; Itu siapa ya, mana jelas bgt😮 <br>Sama di menit <a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=1062"">17:42</a> ada suara ngebisik kya bilng &quot;APA?&quot;",0
@reekazly,"merinding bgtt asli, pas ko david bilang &quot;ibu saya&quot; 🥹",0
@mariaulfa4782,Mengejar Ular biasa ❎<br>Mengejar Ular Siluman ✅,0
@Aquina78,"Ibu,, kapan tayang di apk dms yang episode 5 ...??",0
@zelinecalista1897,pas bilang &quot;ini ibu saya&quot; langsung merinding😭,0
@anageminigo692,"Jaaah, pake acara di gigit nagaaa 🤣",0
@Sitiaisyah-qh2oy,Kangen bang fadi😢,0
@veliciadiaz7080,aku dh beli dms+ cara liat eps6 nya dimana ya,0
@erickoprasetyo1458,Collab sama Ghost hunter pak demsss,0
@rokhimAhmanto,Ngeri banget sih ini udh audio di ganggu<br>Menit 21.24 ada suara nafas <br>Trus di menit 22.28 juga kedengeran jelas semua a,0
@novitadwiPrasetya,"Plisss pak dem,nyaii tayangin di ytb ajahh soalnya buat berlangganann gak ada uanggg",0
@heppyveronika4705,Eps trakhir plis d yutub dong 😢😢,0
@vivisari2527,Coba pas di surabaya kak sara dan kru bisa masuk ke apartemen sejahtera. Apartemen terangker di kota surabaya dan jadi ide film panggonan wingit,0
@JilliParigata,Penasaran misal kak sara dan kru bisa masuk ke apartemen sejahtera surabaya . Yg jadi ide film panggonan wingit,0
@JilliParigata,Penasaran klo misal kak sara dan kru pas di surabaya bisa coba masuk ke apartemen sejahtera yg jadi ide cerita film panggonan wingit miss K,0
@azkiaarfa1430,"Kenapa gak di tayangkan di YouTube aja , kepengen nonton di dms + tapi harus berlangganan kalo gak  gak bisa nonton masalahnya uang saya gak ada apa lagi saya masih pelajar 🥺 kalo gak bisa gak papa kok saya enggak memaksa kalian",0
@agrippinafleta4617,Kapan eps 6 tayangggg min ? Kepoo banget astaga 🙈,0
@shellyanjani3822,"<a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=834"">13:54</a> ada yang sama ga denger suara kek antara cwe ama cwo gitu",0
@Yusschell4721,22.26 ada suara orang,0
@DaenahGumilang14,Kok ga ada bang Fadil ya,0
@noviseptirahadian2039,"menit <a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=2447"">40:47</a> mas nunu pucet bgt😢",0
@nurulutami260,Knpa ditayangin dms+ sihhh mau liat lanjutan y,0
@Jennyhang418,Banyuwangi,0
@rossituilan6621,Gedung tua kosambi jakarta barat dong telusuri plis udh 30th kosong,0
@angelalintang1034,"<a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=872"">14:32</a> gapapa suara cewek😮",0
@siskairawati7089,"Penonton dms jalur ytb harus lbih legowo, krna lbh sering pas cerita seru&quot;nya di tayangkan di dms+😊😊<br>Dms naik teruuusss🌹",0
@wahyusetiawan6078,Kak sara tolong donk colabs sma tim wani ora mas bos gaboel biar lebih seru,0
@achmadnawawi6467,"Di menit <a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=1346"">22:26</a> sya denger suara cewek sumpah",1
@icajayanegara7907,"please lah gue lgsg download dan subscribe dms plus habis denger omongan ko david demi liat episode 6 tp ternyata belum tayang. GBU Ko David, his mom, and his family, semoga semuanya baik2 aja. pleaseeee epsiode 6 cepet keluarin",0
@eriskhajanur6198,Aku ampe donlod aplikasi dms plus saking pengen nonton episode 2 sama 4 malah harus bayar 😢gk jadi nonton deh padahal udh penasaran bgt pngen nonton,0
@afiOfal-se6vk,Hmmm GK bisa di dwnld,0
@rahmat_0238,aduh penasaran kelanjutannya 😞,0
@SOCMEDGOSSIP,"Gokil EPS SURABAYA kali ini mantap, gak sensitif tp kok rasa nya berat 😮",0
@dianherlina5163,Bang fadi kmna ya,0
@triasardianto1043,Plis sepill yg udah nonton di dms+ 😭,0
@idanurlaila8375,Kalo di aplikasi kenapa sering keluar² sendiri dri apk ya sampe capek mau buka apk lagi,0
@idanurlaila8375,Kalo di aplikasi kenapa sering keluar² sendiri dri apk ya sampe capek mau buka apk lagi,0
@priyatin1186,"<a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=3350"">55:50</a> mas nunu 😭😭🤣",0
@fahmirezaramadhani5349,Gatau kenapa gw pengen langganan di dms+ pas spesial surabaya ini. Penasaran,0
@nana4191,"salfok, itu pigura foto alibaba",0
@cyndermoont9002,"Gk masalah klo hrs yg spesial di up di apk dms+ ,tpi tolong ini knp yg d yt gk bisa di Download gk kya eps sblm nya?",0
@arijamahsari3850,Kurang bang fadi nih 😮😢😢,0
@mutianoviyanti1242,"Di menit <a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=1346"">22:26</a> ada suara perempuan ga si?",0
@FarrisHazzel-m9h,Kapan nih colab jurnalkisahmisteri lagi??? ditunggu bgttt,0
@nana4191,kangen bang fad☹️,0
@susantorika9184,Kenapa belum bisa d download ?? Pdhal aku tim donlod duluuuu😅,0
@miamia9032,Buat konsep nya gimanaa kadang pakai hijap kadang leaps hijap jadi heran dah,0
@IrfanMulu,kenapa si YAI nga di tayangin di youtube aj jdi nga bisa ngikutin episode awal sampai akhir 😢,0
@torikinakbar7265,Kak kok gk ke rumah hantu darmo kak,1
@sasaputra4889,Knapa ga ke Rumah Hantu Darmo apa  di bekas penjara kalisosok penelusurannya,0
@riskaindriani8232,Duh mana sambungannya di plus lgi 😢,0
@Sivaaaaa3004,Rusdy guatenggggg poolllll❤❤❤,0
@ikapark3604,Kenapa ga ke rumah hantu darmo kak ?,0
@ellaartha,"2025 sedang menanti kolabnya DMS,KTJ,jurnal risa.bang mongoL,bunda 🎉",0
@adasdi90channel9,Selalu besttttt diari misteri Sarah,0
@suevision,"15.22 pas nunu mau naik tangga,  ada suara cewek &quot;ngapain&quot;😮",0
@NazmiSyuroya,Trendingkan woi siapa tau dapet bonus tayang eps selanjutnya di YouTube 🥹,0
@RosiannaCianna,"Klo kembang kuning, kurang banget sihh, soalnya selain kalian dapet eksplor nanti takutnya kalian juga dapet orang² banci yang godainn",0
@sorsamuarapama3086,"k butuh org baru ngak buat penelurusan,,,,",0
@Rmx3063,Emang g bisa download lagi ya vidio nya😢😢😢,0
@rararangga1066,Semakin penasaran dirumah ko David...jangan taruh di DMS plus donk😭plis kak sarah,3
@threegirls-p9i,bu sarah episode terakhir tayangin di ytb aja dong😩🙏🏻,0
@DheaNdra-p4o,"Tantangin di youtube ajaa kasihan,, kami bnyak rakyat yg ekonominya lemah kya sya ini ka saraa😢😢😢😢",0
@rizkyayu7635,Plot twist nya IBU😢,0
@nurlaelyhidayati6282,Nikmati aj dan sukuri aj yg bs kita tonton...mdh2an aj ada rejeki bs berlangganan dms+,0
@veryafrizal3747,"menit <a href=""https://www.youtube.com/watch?v=xOg20MgYZTY&amp;t=1342"">22:22</a> suara apa yah suaranya (nyuuhh)",0
@rayaramadhani1750,Lagi serem ada yg cigukan.. Eeeekkk... Ekkkkk... Wkkkkk,0
@astriana78,Kesini utk bacain komen2 nya aja 😊,0
@dillachannel9091,Pk dem klo pengen liat eps 2 surabaya yg d dms itu d sebagian apa ya carinya?<br>Soalnya yg d bagian rilis cmn yg 4 aja ada nya,0
@atikarosida940,bang Fadi kemana nyai kok g ikut,0
@SelviaElvinawati,Kalo mau nonton yg berbayar gimna cara nya ya nontonnya dimana?,0
@muhammadsaepudin-dc6qr,"Eps ne ko ga bs d download ya sampe skrg,kl ga ad kouta kan lmyn bs nntn yg gratisan lwt download",0
@sidesy7817,"Mata nonton, kuping dengerin tapi ga konsen sm cerita krna masih kepikiran ibu yg kamis lalu di panggil Tuhan",0
@AvindaRiska-t7g,Caranya gimana se klo mau pakai dms plus tu.. penasaran sama kelanjutannya,0
@HrlToni,22.26 dengerin yang jls kaya ada suara gitu,0
@KisahGim,gokil twist di akhir buat penasaran ... baru kali ini aku liat dpt sosok yg lgsung su konfirmasi sama orangnya klo itu anggota keluarganya... jossss moga tayang di yt,15
@rosidahlampung2381,Knp pas ka wisnu tampilin gambar kepala di menit 07.42 kepala ku tiba2 kaya ad tekannan. Ngenyut gtu.,1
@melyaputri1475,Eps.4 nya mana ihhh kok tau” kesini,0
@yulieva-k7i,"Tutorial berlangganan di dms + gmna aku prnah download mau berlangganan tapi bingung mna udah bayar saking semangatnya,yg tau dong pliss kasi tau tutorialnya prnah liat di tiktok mlah bngung soalnyaa",0
@ayundriaadlany4007,yang di dms+ eps 6 tayang kapan ya?,0
@AnggiKadi06,Kasian banget mas nunu sampe pucat gitu😢😢<br>Mudahan semua tim dms selalu dlm lindungan Allah SWT.<br>Jan bosan utk berbagi cerita terus ya nyai dan team❤❤,0
